Unnamed: 0,DESKTOP-SEB3ML8/USER,DESKTOP-SEB3ML8,24.11.2024 17:54,file:///C:/Users/USER/AppData/Roaming/LibreOffice/4;,file,path,msg_id,msg,alerts,chosen,In which repository the modification was done?,In which pull request the modification was done?,Do you consider the removed alert harmful?,Why do you consider it harmful (or harmless)?,"What is the code quality (1 lowest, 10 best)? Code quality refers to the code prior to the pull request.",Why do you consider the code quality as such?,"What is the expected benefit(1 – negative, 5 – neutral, 10 – great)?",Why do you consider the pull request to improve the code (or not improve it)?
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\svg.py,C0301, line-too-long,36.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\svg.py,R0915, too-many-statements,1.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\pgn.py,C0301, line-too-long,20.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\pgn.py,C0302, too-many-lines,1.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\pgn.py,R0915, too-many-statements,1.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\pgn.py,W0107,unnecessary-pass,13.0,0.0, , , , , , ,, 
,,,,,pmbarrett314_curses-menu_interventions_October_04_2024.csv,stubs\out\pexpect\popen_spawn.pyi,C0301, line-too-long,1.0,1.0,pmbarrett314/curses-menu,won’t fix,No,"A directive comment for pyright, should be in this line",7,regular,, 
,,,,,pmbarrett314_curses-menu_interventions_October_04_2024.csv,examples\issues\issue37.py,W0401, wildcard-import,2.0,1.0,pmbarrett314/curses-menu,https://github.com/pmbarrett314/curses-menu/pull/76,Yes,"wild import, not clear which object is imported and where from",7,small example,6.0,"small example, alert is minor"
,,,,,progettowinstonsmith_e-privacy-site_interventions_October_05_2024.csv,sync-sheet.py,R0912, too-many-branches,1.0,1.0,progettowinstonsmith/e-privacy-site,https://github.com/progettowinstonsmith/e-privacy-site/pull/6,Yes," The function setup_program_session had 16 branches while Pylint recommends not to have more than 12.The function was written in a structured way so I extracted a few blocks into functions, solving the alert.This also made the function more readable.",4,"700+ LOC, unused arguments, magic constants",8.0,"Unrelated functions, few parameters, parameters being modified"
,,,,,progettowinstonsmith_e-privacy-site_interventions_October_05_2024.csv,fabfile.py,W0401, wildcard-import,1.0,1.0,progettowinstonsmith/e-privacy-site,won’t fix,Discuss,"Import is from fabric.api, external library. I could not decide for sure what to import and from where.", , ,, 
,,,,,progettowinstonsmith_e-privacy-site_interventions_October_05_2024.csv,sync-sheet-on-org.py,R0912, too-many-branches,1.0,1.0,progettowinstonsmith/e-privacy-site,https://github.com/progettowinstonsmith/e-privacy-site/pull/6,Yes,"Function setup_program_session had 15 branches while Pylint recommends not to have more than 12.I extracted a method for handling talk, fixing the alert.",3,"800+ LOC,if False,  unused arguments, magic constants",7.0,"Unrelated function, few parameters, parameters being modified. Did not extracted a function from another block that had an undefined variable."
,,,,,progettowinstonsmith_e-privacy-site_interventions_October_05_2024.csv,publishconf.py,W0401, wildcard-import,1.0,1.0,progettowinstonsmith/e-privacy-site,won’t fix,Discuss,Import not used in the file. Might be used if the importing file is imported too., , ,, 
,,,,,progettowinstonsmith_e-privacy-site_interventions_October_05_2024.csv,pelicanconf.py,C0301, line-too-long,39.0,0.0, , , , , , ,, 
,,,,,progettowinstonsmith_e-privacy-site_interventions_October_05_2024.csv,sync-sheet.py,C0301, line-too-long,13.0,0.0, , , , , , ,, 
,,,,,progettowinstonsmith_e-privacy-site_interventions_October_05_2024.csv,sync-sheet-on-org.py,C0301, line-too-long,10.0,0.0, , , , , , ,, 
,,,,,progettowinstonsmith_e-privacy-site_interventions_October_05_2024.csv,sync-sheet-on-org.py,C0325, superfluous-parens,5.0,0.0, , , , , , ,, 
,,,,,progettowinstonsmith_e-privacy-site_interventions_October_05_2024.csv,sync-sheet-on-org.py,R1702, too-many-nested-blocks,2.0,0.0, , , , , , ,, 
,,,,,progettowinstonsmith_e-privacy-site_interventions_October_05_2024.csv,sync-sheet-on-org.py,W0125,using-constant-test,1.0,0.0, , , , , , ,, 
,,,,,progettowinstonsmith_e-privacy-site_interventions_October_05_2024.csv,update-headers.py,R0801, duplicate-code,27.0,0.0, , , , , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\psicquic.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\ensembl\metadata\assemblies.py,R0911, too-many-return-statements,2.0,1.0, , , , , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\europepmc\utils.py,W0718, broad-exception-caught,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,"The function called is received as a parameter. One cannot guarantee which exception will be raised. Also, exceptions are logged.", , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\rfam.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\data\regions.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,new exception class, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\helpers\embl.py,W0107,unnecessary-pass,2.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,new exception classes, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,bin\litscan-retracted-articles.py,W0718, broad-exception-caught,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,"As discussed, narrowed Exception to ValueError",7,regular,6.0,narrowed exception
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\rnacentral\r2dt\models\ribovision.py,R0912, too-many-branches,1.0,1.0, , , , , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\__init__.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\cpat.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\rnacentral\genome_mapping\urls.py,R0911, too-many-return-statements,2.0,1.0, , , , , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,bin\litscan-create-xml-metadata.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,Made a readable line shorter.,7,regular,5.0,Made a readable line shorter.
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\rnacentral\genome_mapping\blat.py,C0301, line-too-long,2.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes, Made too line shorter. One was not readable.,7,short and uses hints yet cohesion not high,6.0,Made an unreadable line readable
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\utils.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,Made a readable line shorter,7,regular,5.0,Made a readable line shorter
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\evlncrnas\lookup.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,Made unreadable commented out line shorter.,6,bad variable names,6.0,Made an unreadable line readable
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\rfam\parser.py,W0718, broad-exception-caught,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,Yes,Owner prefers broader exception, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\genes.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\genome_mapping.py,W0107,unnecessary-pass,2.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\ensembl\vertebrates\helpers.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,new exception class, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\rnacentral\genes\data\cluster.py,W0107,unnecessary-pass,2.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,new exception classes, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\repeats.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\psi_mi\tab.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,unneeded pass in the end of exception handling,6,"too many returns hurts structure, though in short functions",6.0,Cleaned a left over
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\pdb\helpers.py,R0911, too-many-return-statements,1.0,1.0, , , , , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\quickgo.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\evlncrnas\parser.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,Made a readable line shorter,6,many magic strings,5.0,Made a readable line shorter
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\rnacentral\precompute\rna_type\so_term.py,R0911, too-many-return-statements,1.0,1.0, , , , , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\intact.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\precompute.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\plncdb.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\release.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\data\utils.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,new exception class, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\mgnify\prepare.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,Made a readable line shorter,7,regular,5.0,Made a readable line shorter
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\tmrna\cli.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,bin\litscan-get-articles.py,R0915, too-many-statements,1.0,1.0, , , , , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\pirbase.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\r2dt.py,W0107,unnecessary-pass,2.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\refseq.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\plncdb\parser.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,Made a readable line shorter,6,some dead code (parameters in a call),5.0,Made a readable line shorter
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\zfin.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\crw.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\hgnc\helpers.py,W0718, broad-exception-caught,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes," Catching Exception might hide unexpected exceptions (e.g., due to new code that will be added).More than that, the exception handling does not log it but returns None, making it harder to detect.I changed it to catching  requests.exceptions.HTTPErrorSeehttps://stackoverflow.com/questions/24518944/try-except-when-using-python-requests-module",5,"multiple returns, magic strings",6.0,narrowed un-logged exception
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,bin\litscan-get-statistics.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,Made a readable line shorter,5,"Instead of using few columns in a single query, uses different queries",5.0,Made a readable line shorter
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\ensembl.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,Made a readable line shorter,7,regular,5.0,Made a readable line shorter
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\ribocentre.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\search_export.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\ncbi.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\generic\v1.py,W0107,unnecessary-pass,2.0,1.0,RNAcentral/rnacentral-import-pipeline,Owner will implement in the future,Yes,gene_info is just pass,5,400+ LOC,10.0,The alert identified unimplemented function and contributed its benefit. The rest is to the owner.
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\rnacentral\r2dt\parser.py,W0718, broad-exception-caught,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes," Catching Exception might hide unexpected exceptions (e.g., due to new code that will be added).  The method parse calls R2DTResultInfo.validate (in line 96).Validate is a sequence of assertions, hence the specific AssertionError can be used instead.  See https://stackoverflow.com/questions/1569049/making-pythons-assert-throw-an-exception-that-i-choose",6,magic strings,6.0,narrowed logged exception
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\europepmc\fetch.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,new exception class, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\rnacentral\genome_mapping\igv.py,W0718, broad-exception-caught,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes," Catching Exception might hide unexpected exceptions (e.g., due to new code that will be added).   The function ftp calls ftplib.FTP's quit (in line 40).The specific ftplib.all_errors   can be used instead.   See https://docs.python.org/3/library/ftplib.html",6,string construction with +,6.0,narrowed logged exception
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\ribovision.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\scan_imports.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\pdb.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\europepmc\xml.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,new exception class, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\gtrnadb\helpers.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,new exception class, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\europepmc\stream.py,W0718, broad-exception-caught,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,"The function fallback calls fetch.lookup (in line 41). I changed to (fetch.UnknownReference, fetch.TooManyPublications) as discussed. Please note that I could not find where TooManyPublications is defined",7,regular,6.0,narrowed un-logged exception
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\europepmc.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\hgnc\parser.py,R0911, too-many-return-statements,1.0,1.0, , , , , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\tmrna\helpers.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,Made a readable line shorter,7,regular,5.0,Made a readable line shorter
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\lncbook.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\ols.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\crw\helpers.py,W0718, broad-exception-caught,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,Discuss,The function as_entry constructs an Entry object (line 79). Can you consult regarding the expected exceptions?, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\rnacentral\precompute\data\accession.py,R0916, too-many-boolean-expressions,1.0,1.0, , , , , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\rnacentral\precompute\utils.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,Made a readable line shorter,7,regular,5.0,Made a readable line shorter
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\ensembl\vertebrates\parser.py,W0718, broad-exception-caught,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,Discuss, The function as_entry calls embl.sequence in the try section (line 54). I could not understand which exception might be raised here. Can you consult? , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\qa.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\sequence_ontology\tree.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,A readable line with a long url. Splitting does not make sense., , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\data\trnascan.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,"Line represents output, better keep as is, though not readable.", , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\rnacentral\genes\write.py,R0912, too-many-branches,1.0,1.0, , , , , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\helpers\phylogeny.py,W0107,unnecessary-pass,2.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,new exception classes, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\data\databases.py,R0911, too-many-return-statements,1.0,1.0, , , , , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\ena\parser.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,new exception class, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\cli\rediportal.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,@click.group. See owner explanation https://github.com/RNAcentral/rnacentral-import-pipeline/issues/207#issuecomment-2485853887 , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\rnacentral\search_export\compare.py,C0301, line-too-long,1.0,1.0,RNAcentral/rnacentral-import-pipeline,https://github.com/RNAcentral/rnacentral-import-pipeline/pull/208,Yes,Made a readable line shorter,5,"variables data1 ad data2, magic numbers",5.0,Made a readable line shorter
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,bin\litscan-check-ids.py,R1702, too-many-nested-blocks,2.0,1.0, , , , , , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\data\references.py,W0107,unnecessary-pass,1.0,1.0,RNAcentral/rnacentral-import-pipeline, ,No,new exception class, , ,, 
,,,,,RNAcentral_rnacentral-import-pipeline_interventions_October_05_2024.csv,rnacentral_pipeline\databases\ensembl\metadata\assemblies.py,W0107,unnecessary-pass,1.0,0.0, , , , , , ,, 
