path,msg_id,msg,alerts,chosen,In which repository the modification was done?,In which pull request the modification was done?,Do you consider the removed alert harmful?,Why do you consider it harmful (or harmless)?,"What is the code quality (1 lowest, 10 best)? Code quality refers to the code prior to the pull request.",Why do you consider the code quality as such?,"What is the expected benefit(1 – negative, 5 – neutral, 10 – great)?",Why do you consider the pull request to improve the code (or not improve it)?,LOC_before,LLOC_before,SLOC_before,Comments_before,Single comments_before,Multi_before,Blank_before,h1_before,h2_before,N1_before,N2_before,vocabulary_before,length_before,calculated_length_before,volume_before,difficulty_before,effort_before,time_before,bugs_before,McCabe_max_before,McCabe_sum_before,LOC_after,LLOC_after,SLOC_after,Comments_after,Single comments_after,Multi_after,Blank_after,h1_after,h2_after,N1_after,N2_after,vocabulary_after,length_after,calculated_length_after,volume_after,difficulty_after,effort_after,time_after,bugs_after,McCabe_max_after,McCabe_sum_after,SLOC_diff,difficulty_diff,LLOC_diff,N1_diff,h2_diff,volume_diff,bugs_diff,calculated_length_diff,Single comments_diff,vocabulary_diff,h1_diff,Multi_diff,time_diff,Blank_diff,effort_diff,length_diff,McCabe_max_diff,LOC_diff,Comments_diff,N2_diff,McCabe_sum_diff,file,repo_name,modified_McCabe_max_diff
src\acquisition\covid_hosp\common\database.py,R0912,too-many-branches,1,1,cmu-delphi/delphi-epidata/,https://github.com/cmu-delphi/delphi-epidata/pull/1568,Yes, Method insert_dataset of class Database had 13 branches while Pylint recommends having at most 12. I extracted the method _process_rows   to make the code more structured and solve that.,7,regular,7,"high scope yet the extracted function signature has many parameters, some of them are modified.",284,122,159,27.0,27.0,61,37,8,36,22,44,44.0,66,210.1173000519232,360.3224868300616,4.888888888888889,1761.5766022803014,97.86536679335008,0.1201074956100205,20.0,41.0,295,124,169,27.0,27.0,61,38,8,36,22,44,44.0,66,210.1173000519232,360.3224868300616,4.888888888888889,1761.5766022803014,97.86536679335008,0.1201074956100205,12.0,42.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.0,11.0,0.0,0.0,1.0,cmu-delphi_delphi-epidata_interventions_December_06_2024.csv,cmu-delphi/delphi-epidata/,-8
src\acquisition\wiki\wiki_download.py,R0912,too-many-branches,1,1,cmu-delphi/delphi-epidata/,https://github.com/cmu-delphi/delphi-epidata/pull/1568,Yes, Function run had 24 branches while Pylint recommends having at most 12. I extracted the debug_log function (print in debug mode) which is reused a few times. I also extracted methods to make the code more structured and solve that.,5,"300 LOC, lacks abstraction and structure, repeating parts",10,"code reuse reduced complexity, clean extracted functions cover a lot of scope",354,193,257,21.0,21.0,41,35,14,65,49,97,79.0,146,444.756876755656,920.351989233857,10.446153846153846,9614.138472150598,534.1188040083666,0.3067839964112857,28.0,49.0,369,200,265,21.0,21.0,41,42,14,71,49,97,85.0,146,489.9350143936389,935.7710766761046,9.56338028169014,8949.134662860211,497.1741479366784,0.3119236922253682,15.0,50.0,8.0,-0.8827735644637063,7.0,0.0,6.0,15.419087442247587,0.005139695814082523,45.1781376379829,0.0,6.0,0.0,0.0,-36.9446560716882,7.0,-665.0038092903869,0.0,-13.0,15.0,0.0,0.0,1.0,cmu-delphi_delphi-epidata_interventions_December_06_2024.csv,cmu-delphi/delphi-epidata/,-13
src\server\_printer.py,R0911,too-many-return-statements,1,1,cmu-delphi/delphi-epidata/,https://github.com/cmu-delphi/delphi-epidata/pull/1568,Yes, Function create_printer had 7 returns while Pylint recommends having at most 6. The code checks for a list of options.I removed some into a dictionary.I also assigned the results into a variable and used a single return at the end of the function., , , , ,273,198,188,15.0,13.0,18,54,10,45,38,66,55.0,104,280.35267028370896,601.2614102065646,7.333333333333333,4409.250341514807,244.95835230637812,0.2004204700688548,7.0,75.0,274,194,186,15.0,13.0,18,57,10,41,34,58,51.0,92,252.87891313821507,521.8631314613776,7.073170731707317,3691.227027409744,205.06816818943025,0.1739543771537925,5.0,71.0,-2.0,-0.2601626016260159,-4.0,-4.0,-4.0,-79.39827874518699,-0.0264660929150623,-27.47375714549389,0.0,-4.0,0.0,0.0,-39.890184116947864,3.0,-718.0233141050626,-12.0,-2.0,1.0,0.0,-8.0,-4.0,cmu-delphi_delphi-epidata_interventions_December_06_2024.csv,cmu-delphi/delphi-epidata/,-4
src\acquisition\covidcast\csv_importer.py,R0911,too-many-return-statements,1,1,cmu-delphi/delphi-epidata/,https://github.com/cmu-delphi/delphi-epidata/pull/1568,Yes, Static method extract_and_check_row of class CsvImporter had 14 returns while Pylint recommends having at most 6. I extracted the functions _validate_geo_type  and _validate_geo_id to make the code more structured and solve that.,4,"400 LOC, unstructured code, magic numbers",8,"small functions, high scope. Should have been static methods too but were not identified",416,244,261,30.0,34.0,36,85,18,126,100,171,144.0,271,954.1959203869512,1943.049675390867,12.214285714285714,23732.96389227416,1318.497994015231,0.647683225130289,29.0,83.0,440,255,272,31.0,35.0,36,97,18,129,101,173,147.0,274,979.5069659755612,1972.710222485164,12.069767441860463,23810.153615576743,1322.7863119764856,0.6575700741617212,19.0,86.0,11.0,-0.14451827242525006,11.0,1.0,3.0,29.660547094297044,0.009886849031432221,25.31104558861,1.0,3.0,0.0,0.0,4.288317961254734,12.0,77.18972330258111,3.0,-10.0,24.0,1.0,2.0,3.0,cmu-delphi_delphi-epidata_interventions_December_06_2024.csv,cmu-delphi/delphi-epidata/,-19
src\acquisition\cdcp\cdc_upload.py,R0915,too-many-statements,1,1,cmu-delphi/delphi-epidata/,https://github.com/cmu-delphi/delphi-epidata/pull/1568,Yes, Function upload  had 68 statements while Pylint recommends having at most 50. I added the cursor as a parameter to its external functions and moved them out.,5,"variables named a,b,c",7,"methods were internal, not used elsewhere",278,107,173,16.0,13.0,59,33,11,31,20,34,42.0,54,191.63383342700345,291.18514083005306,6.032258064516129,1756.5039140393524,97.583550779964,0.0970617136100176,7.0,8.0,279,107,173,16.0,13.0,59,34,11,31,20,34,42.0,54,191.63383342700345,291.18514083005306,6.032258064516129,1756.5039140393524,97.583550779964,0.0970617136100176,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,cmu-delphi_delphi-epidata_interventions_December_06_2024.csv,cmu-delphi/delphi-epidata/,
src\server\endpoints\covidcast.py,R0915,too-many-statements,1,1,cmu-delphi/delphi-epidata/,https://github.com/cmu-delphi/delphi-epidata/pull/1568,Yes, Function handle_meta had 65 statements while Pylint recommends having at most 50. I extracted _process_signals to make the code more structured and solve that. ,4,"500 LOC, unstructured code, magic numbers",7,"high scope yet the extracted function signature has many parameters, some of them are modified.",556,398,414,41.0,39.0,12,91,16,130,101,190,146.0,291,976.907815693699,2092.238946634085,11.692307692307692,24463.101529875454,1359.0611961041918,0.6974129822113617,35.0,88.0,560,400,417,41.0,39.0,12,92,16,131,101,190,147.0,291,985.378413201406,2095.104652347382,11.603053435114504,24309.61123334367,1350.5339574079817,0.6983682174491274,19.0,89.0,3.0,-0.08925425719318802,2.0,0.0,1.0,2.8657057132968475,0.0009552352377656392,8.470597507706998,0.0,1.0,0.0,0.0,-8.527238696210134,1.0,-153.49029653178513,0.0,-16.0,4.0,0.0,0.0,1.0,cmu-delphi_delphi-epidata_interventions_December_06_2024.csv,cmu-delphi/delphi-epidata/,-16
src\acquisition\ght\ght_update.py,R0915,too-many-statements,1,1,cmu-delphi/delphi-epidata/,https://github.com/cmu-delphi/delphi-epidata/pull/1568,Yes, Function update had 56 statements while Pylint recommends having at most 50. I extracted _process_values to make the code more structured and solve that. ,4,"400 LOC, unstructured code, magic numbers",7,"signature is large, parameters are modified",426,109,303,32.0,32.0,57,34,13,48,35,70,61.0,105,316.1839163704497,622.7274204441031,9.479166666666666,5902.93700629306,327.9409447940589,0.207575806814701,20.0,33.0,429,111,305,32.0,32.0,57,35,13,51,35,70,64.0,105,337.3994087763805,630.0,8.92156862745098,5620.588235294118,312.2549019607843,0.21,15.0,34.0,2.0,-0.5575980392156854,2.0,0.0,3.0,7.272579555896868,0.0024241931852989895,21.215492405930775,0.0,3.0,0.0,0.0,-15.686042833274598,1.0,-282.3487709989422,0.0,-5.0,3.0,0.0,0.0,1.0,cmu-delphi_delphi-epidata_interventions_December_06_2024.csv,cmu-delphi/delphi-epidata/,-5
src\acquisition\nidss\taiwan_update.py,W0401,wildcard-import,1,1,cmu-delphi/delphi-epidata/,https://github.com/cmu-delphi/delphi-epidata/pull/1568,Yes," Wildcard imports (import *) make it harder to understand what is imported from where. Removing it is also a defensive programming act, lowering the probability of collisions due to future new imports or objects.  Instead, I imported explicitly delta_epiweeks, add_epiweeks from delphi.utils.epiweek (line 85)",6,unclear variable names,6,import is clearer,174,58,73,11.0,11.0,64,26,4,9,5,9,13.0,14,36.52932501298081,51.80615605397529,2.0,103.6123121079506,5.75623956155281,0.0172687186846584,7.0,11.0,173,58,73,11.0,11.0,64,25,4,9,5,9,13.0,14,36.52932501298081,51.80615605397529,2.0,103.6123121079506,5.75623956155281,0.0172687186846584,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,cmu-delphi_delphi-epidata_interventions_December_06_2024.csv,cmu-delphi/delphi-epidata/,
util\crs-rules-check\rules-check.py,C0325,superfluous-parens,1,1,coreruleset/coreruleset,https://github.com/coreruleset/coreruleset/pull/3837,Yes," Code calls  del(self.undef_txvars[-1]) While it works, while it works, del is a python keyword and not a function. Hence it is better to call del self.undef_txvars[-1]  See https://www.w3schools.com/python/ref_keyword_del.asp ",4,"A very long file, uses magic numbers, if a==False, variables called a and d",6,Might have pedagogic value,1133,727,863,158.0,104.0,77,89,16,441,277,548,457.0,825,3938.023966890867,7289.741542922908,9.941043083900226,72467.63474869393,4025.9797082607743,2.4299138476409694,47.0,222.0,1133,727,863,158.0,104.0,77,89,16,441,277,548,457.0,825,3938.023966890867,7289.741542922908,9.941043083900226,72467.63474869393,4025.9797082607743,2.4299138476409694,47.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coreruleset_coreruleset_interventions_September_27_2024.csv,coreruleset/coreruleset,
src\views\menu.py,W0718,broad-exception-caught,1,1,gabfl/vault,https://github.com/gabfl/vault/pull/82,Yes," Code deliberately catches Exception, after catching KeyboardInterrupt.
However, looking at the protected code it seems that no other exception can be raised.
Hence, instead of narrowing the exception, I removed it.",7,OK code,6,improved readability,189,104,99,27.0,17.0,27,46,8,26,17,34,34.0,51,146.2114326716684,259.4606049037673,5.230769230769231,1357.1785487273985,75.39880826263324,0.0864868683012557,10.0,30.0,187,102,97,26.0,17.0,27,46,8,26,17,34,34.0,51,146.2114326716684,259.4606049037673,5.230769230769231,1357.1785487273985,75.39880826263324,0.0864868683012557,10.0,29.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.0,gabfl_vault_interventions_September_24_2024.csv,gabfl/vault,-1
src\modules\autocomplete.py,W0718,broad-exception-caught,1,1,gabfl/vault,https://github.com/gabfl/vault/pull/82,Yes," Code deliberately catches Exception, after catching KeyboardInterrupt.
However, looking at the protected code it seems that no other exception can be raised.
Hence, instead of narrowing the exception, I removed it.",7,OK code,6,improved readability,74,44,40,10.0,13.0,0,21,5,14,8,15,19.0,23,64.91260938324326,97.70233280920246,2.6785714285714284,261.7026771675066,14.539037620417032,0.0325674442697341,8.0,16.0,72,42,38,9.0,13.0,0,21,5,14,8,15,19.0,23,64.91260938324326,97.70233280920246,2.6785714285714284,261.7026771675066,14.539037620417032,0.0325674442697341,8.0,15.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.0,gabfl_vault_interventions_September_24_2024.csv,gabfl/vault,-1
src\modules\misc.py,W0718,broad-exception-caught,1,1,gabfl/vault,https://github.com/gabfl/vault/pull/82,Yes," Exception is too wide. os.path.exists does not throw exceptions. os.makedirs might throw OSError (e.g., in a bad path).  See https://stackoverflow.com/questions/2383816/how-can-i-make-an-error-verifiy-with-os-makedirs-in-python As extra safety, though the code checks just before for the directory, catch it too in case a different process will be able to create it before.",6,minor not optimal implementations,6,improved readability,165,93,85,2.0,1.0,37,42,7,20,15,27,27.0,42,106.09004635215048,199.7052750908657,4.725,943.6074248043404,52.422634711352245,0.0665684250302885,10.0,27.0,165,93,85,2.0,1.0,37,42,7,20,15,27,27.0,42,106.09004635215048,199.7052750908657,4.725,943.6074248043404,52.422634711352245,0.0665684250302885,10.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gabfl_vault_interventions_September_24_2024.csv,gabfl/vault,
src\views\setup.py,C0301,line-too-long,1,1,gabfl/vault,https://github.com/gabfl/vault/pull/82,No,Line was one letter too long,6,some multiple returns,5,alert not important,107,60,58,7.0,5.0,15,29,5,13,7,14,18.0,21,59.71535681027101,87.56842503028855,2.6923076923076925,235.7611443123153,13.097841350684185,0.0291894750100961,5.0,14.0,108,60,59,7.0,5.0,15,29,6,15,8,16,21.0,24,74.11313393845472,105.41561814669026,3.2,337.32997806940887,18.74055433718938,0.03513853938223,5.0,14.0,1.0,0.5076923076923077,0.0,1.0,2.0,17.847193116401712,0.0059490643721339005,14.397777128183712,0.0,3.0,1.0,0.0,5.642712986505195,0.0,101.56883375709356,3.0,0.0,1.0,0.0,2.0,0.0,gabfl_vault_interventions_September_24_2024.csv,gabfl/vault,
src\lib\Config.py,C0301,line-too-long,1,1,gabfl/vault,https://github.com/gabfl/vault/pull/82,No,"Made the long, yet readable, comment shorter",7,OK code,5,alert not important,92,41,42,9.0,7.0,21,22,2,3,2,3,5.0,5,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456,2.0,11.0,93,41,43,10.0,7.0,21,22,2,3,2,3,5.0,5,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,gabfl_vault_interventions_September_24_2024.csv,gabfl/vault,
src\views\import_export.py,C0301,line-too-long,1,1,gabfl/vault,https://github.com/gabfl/vault/pull/82,No,Made a readable comment line shorter,7,uses strings as return values,5,alert not important,189,88,90,15.0,14.0,37,48,5,19,12,22,24.0,34,92.32026322986492,155.88872502451937,2.8947368421052637,451.2568355972929,25.06982419984961,0.0519629083415064,5.0,22.0,190,88,90,15.0,14.0,38,48,5,19,12,22,24.0,34,92.32026322986492,155.88872502451937,2.8947368421052637,451.2568355972929,25.06982419984961,0.0519629083415064,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,gabfl_vault_interventions_September_24_2024.csv,gabfl/vault,
src\tools\troubleshoot_db.py,R1719,simplifiable-if-expression,1,1,gabfl/vault,https://github.com/gabfl/vault/pull/82,Yes," if result_proxy.fetchall() == [(123,)] can result in only True or False, the external condition is not needed.
However, if result_proxy.fetchall() might return Noe, the external condition can translate it to False.

The external condition hurt readability since it takes a bit to verify what it does.
bool is a simpler implementation

See
https://stackoverflow.com/questions/76094401/the-if-expression-can-be-replaced-with-test-simplifiable-if-expression",7,OK code,6,improved readability,133,85,79,6.0,16.0,4,34,3,18,9,18,21.0,27,79.81353752812508,118.59257041502654,1.5,177.8888556225398,9.882714201252211,0.0395308568050088,2.0,13.0,133,85,79,6.0,16.0,4,34,3,18,9,18,21.0,27,79.81353752812508,118.59257041502654,1.5,177.8888556225398,9.882714201252211,0.0395308568050088,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,gabfl_vault_interventions_September_24_2024.csv,gabfl/vault,-1
src\views\categories.py,C0325,superfluous-parens,1,1,gabfl/vault,https://github.com/gabfl/vault/pull/82,Yes,Replaced (True) to True,6,using letters instead of constants,6,improved readability,298,150,146,24.0,19.0,42,91,6,52,32,58,58.0,90,311.9326403476637,527.2182895614815,3.3461538461538463,1764.1535073788034,98.0085281877113,0.1757394298538271,7.0,44.0,298,150,146,24.0,19.0,42,91,6,52,32,58,58.0,90,311.9326403476637,527.2182895614815,3.3461538461538463,1764.1535073788034,98.0085281877113,0.1757394298538271,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gabfl_vault_interventions_September_24_2024.csv,gabfl/vault,
src\stacosys\service\mail.py,W0718,broad-exception-caught,1,1,kianby/stacosys,https://github.com/kianby/stacosys/pull/22,Yes," Catching Exception might hide unexpected exceptions, like those that might be raised due to future modification. Therefore, it is recommended to narrow the exceptions.  The method send of the class Mailer catches Exception in line 57. MIMEText does not raise exceptions (if not using attachments). See https://docs.python.org/3/library/email.mime.html  Most code is handled in an inner exception handling. In order to catch exception from SMTP_SSL I used SMTPException See https://docs.python.org/3/library/smtplib.html ",9,"clean, small, focused class",6,A more focused exception,59,44,46,2.0,2.0,0,11,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3.0,10.0,59,44,46,2.0,2.0,0,11,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kianby_stacosys_interventions_October_04_2024.csv,kianby/stacosys,
mpcontribs-api\mpcontribs\api\contributions\document.py,W0718,broad-exception-caught,1,1,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1857/,Yes, Catching Exception instead of specific exceptions might hide unexpected ones. Function format_cell caught Exception. isnan does not raise exceptions https://docs.python.org/3/library/math.html#math.isnan str might lead to UnicodeEncodeError https://stackoverflow.com/questions/33556465/is-there-any-object-can-make-str-function-throw-error-or-exception-in-python ,6,Low cohesion,6,"More specific exception, seems that the exception handling is not needed there in the first place",327,207,257,20.0,17.0,0,53,13,67,41,74,80.0,115,454.5336920965049,727.0217309120466,7.17910447761194,5219.364963711856,289.9647202062142,0.2423405769706821,9.0,53.0,327,207,257,20.0,17.0,0,53,13,67,41,74,80.0,115,454.5336920965049,727.0217309120466,7.17910447761194,5219.364963711856,289.9647202062142,0.2423405769706821,9.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,materialsproject_MPContribs_interventions_October_06_2024.csv,materialsproject/MPContribs,
mpcontribs-api\mpcontribs\api\attachments\document.py,C0301,line-too-long,1,1,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1857/,Yes,Made a readable line shorter,7,regular,5,Made a readable line shorter,92,61,67,8.0,6.0,0,19,5,10,6,11,15.0,17,44.82892142331043,66.41714012534482,2.75,182.64713534469823,10.14706307470546,0.0221390467084482,5.0,15.0,93,61,68,8.0,6.0,0,19,5,10,6,11,15.0,17,44.82892142331043,66.41714012534482,2.75,182.64713534469823,10.14706307470546,0.0221390467084482,5.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,materialsproject_MPContribs_interventions_October_06_2024.csv,materialsproject/MPContribs,
mpcontribs-api\gunicorn.conf.py,C0301,line-too-long,1,1,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1857/,Yes," Was a very long format line with 135 characters which wasn't readable. I reduced it to 107, higher than the recommended 100, while keeping the main part in the same line.",7,a small config file,6,now it is readable,15,12,14,0.0,0.0,0,1,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,17,12,16,0.0,0.0,0,1,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,materialsproject_MPContribs_interventions_October_06_2024.csv,materialsproject/MPContribs,
mpcontribs-api\mpcontribs\api\projects\document.py,R1702,too-many-nested-blocks,1,1,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1857/,Yes," The post_save class method had 6 nesting levels while pylint recommends not to have more than 5. I extracted the small and targeted update_columns_by_flat method, with 3 nesting levels.",5,"Almost 400 LOC, many classes, long method, magic strings",7,Code improved locally yet more work needed,388,205,312,21.0,20.0,0,56,12,51,34,65,63.0,99,332.3132424492002,591.7507124264918,7.647058823529412,4525.15250679082,251.3973614883789,0.1972502374754972,33.0,79.0,392,208,315,21.0,20.0,0,57,12,52,34,65,64.0,99,339.4424153519907,594.0,7.5,4455.0,247.5,0.198,30.0,78.0,3.0,-0.14705882352941213,3.0,0.0,1.0,2.2492875735082407,0.0007497625245028172,7.129172902790515,0.0,1.0,0.0,0.0,-3.897361488378891,1.0,-70.15250679081964,0.0,-3.0,4.0,0.0,0.0,-1.0,materialsproject_MPContribs_interventions_October_06_2024.csv,materialsproject/MPContribs,-3
mpcontribs-api\mpcontribs\api\notebooks\views.py,R0915,too-many-statements,1,1,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1857/,Yes, The make function had 74 statement while pylint recommends to have at most 50.  I extracted small methods handling parts of the function. ,5,function is long and structuring is moderate,9,"Extracted methods are small and dedicated, most with a compact signature",293,196,232,5.0,3.0,0,58,9,41,27,46,50.0,73,248.18895720232223,412.0015018535549,5.048780487804878,2080.1051435045333,115.56139686136297,0.1373338339511849,28.0,52.0,321,215,251,5.0,3.0,0,67,9,42,27,46,51.0,73,255.0066567696888,414.0870499639192,4.928571428571429,2040.8576033936015,113.3809779663112,0.1380290166546397,16.0,60.0,19.0,-0.12020905923344927,19.0,0.0,1.0,2.0855481103643,0.0006951827034548108,6.81769956736656,0.0,1.0,0.0,0.0,-2.1804188950517585,9.0,-39.24754011093182,0.0,-12.0,28.0,0.0,0.0,8.0,materialsproject_MPContribs_interventions_October_06_2024.csv,materialsproject/MPContribs,-12
bot.py,W0718,broad-exception-caught,1,1,mralext20/alex-bot,https://github.com/mralext20/alex-bot/pull/41,Yes," Catching Exception might hide unexpected exceptions (e.g., due to new code that will be added). The method cogSetup of the class Bot catches exception (line 81).The try section is                await self.load_extension(f""alexBot.cogs.{cog}"")                log.info(f'loaded {cog}')   The exceptions are of the discord parent class in load_extension.https://discordpy.readthedocs.io/en/latest/ext/commands/api.html#discord.ext.commands.Bot.load_extensionI narrowed the Exception to the list of specific possible exceptions.",5,"has code outside function in the beginning, a class in the middle – low cohesion",6,Possible exceptions are clearer,139,90,101,5.0,5.0,0,33,2,4,2,4,6.0,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,4.0,17.0,142,90,104,5.0,5.0,0,33,2,4,2,4,6.0,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,4.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,mralext20_alex-bot_interventions_October_05_2024.csv,mralext20/alex-bot,
alexBot\cogs\utils.py,W0718,broad-exception-caught,1,1,mralext20/alex-bot,https://github.com/mralext20/alex-bot/pull/41,Yes,"Catching Exception might hide unexpected exceptions (e.g., due to new code that will be added). 
The method roll of the class Utils catches exception (line 44).

The try section seems to protect discord's send_message
See here its exceptions
https://discordpy.readthedocs.io/en/stable/interactions/api.html#discord.InteractionResponse.send_message

I narrowed the Exception to the list of specific possible exceptions.",7,regular,6,Possible exceptions are clearer,139,106,112,1.0,6.0,0,21,6,17,11,22,23.0,33,84.99664330558272,149.27754454988144,3.882352941176471,579.5481141348338,32.19711745193521,0.0497591815166271,9.0,33.0,142,106,115,1.0,6.0,0,21,6,17,11,22,23.0,33,84.99664330558272,149.27754454988144,3.882352941176471,579.5481141348338,32.19711745193521,0.0497591815166271,9.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,mralext20_alex-bot_interventions_October_05_2024.csv,mralext20/alex-bot,
alexBot\cogs\sugery.py,W0718,broad-exception-caught,1,1,mralext20/alex-bot,https://github.com/mralext20/alex-bot/pull/41,Yes," Catching Exception might hide unexpected exceptions (e.g., due to new code that will be added). Method sugery_update of class Sugery  catches exception (line 157) The try section is mainly member.edit  Exception was changed to discord.ClientException, discord.Forbidde, and discord.HTTPException  For details see https://discordpy.readthedocs.io/en/latest/api.html#discord.Member.edit ",6,magic numbers,6,Possible exceptions are clearer,185,127,156,4.0,4.0,0,25,10,35,32,54,45.0,86,212.74418654194744,472.299366284352,7.714285714285714,3643.452254193573,202.41401412186516,0.157433122094784,26.0,44.0,187,127,158,4.0,4.0,0,25,10,35,32,54,45.0,86,212.74418654194744,472.299366284352,7.714285714285714,3643.452254193573,202.41401412186516,0.157433122094784,26.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,mralext20_alex-bot_interventions_October_05_2024.csv,mralext20/alex-bot,
alexBot\cogs\configs.py,R1719,simplifiable-if-expression,1,1,mralext20/alex-bot,https://github.com/mralext20/alex-bot/pull/41,Yes," The if is not needed. Using ""!="" instead of ""=="" further simplifies the expression.",5,"many returns, magic strings",7,original expression had implicit negation which was confusing,177,124,152,7.0,8.0,0,17,5,42,31,55,47.0,86,238.0869722311448,477.69464124427685,3.273809523809524,1563.8812659782873,86.88229255434929,0.1592315470814256,14.0,52.0,177,124,152,7.0,8.0,0,17,6,42,31,55,48.0,86,241.98710676103488,480.3067750620195,3.928571428571429,1886.9194734579337,104.82885963655188,0.1601022583540065,14.0,51.0,0.0,0.6547619047619047,0.0,0.0,0.0,2.612133817742631,0.0008707112725808985,3.9001345298900674,0.0,1.0,1.0,0.0,17.94656708220259,0.0,323.0382074796464,0.0,0.0,0.0,0.0,0.0,-1.0,mralext20_alex-bot_interventions_October_05_2024.csv,mralext20/alex-bot,-1
